drug,year,age,gender,geography,prevalens pr 1000,ddd
Antidepressiva,2015,10,M,Helseregion Midt-Norge,1.472,10691.500
Antidepressiva,2015,10,M,Helseregion Nord-Norge,1.747,5401.916
Antidepressiva,2015,10,M,Helseregion Sør-Øst,1.873,46747.719
Antidepressiva,2015,10,M,Helseregion Vest,2.684,30089.525
Antidepressiva,2015,15,F,Hele landet,28.915,1232658.500
Antidepressiva,2015,15,F,Helseregion Midt-Norge,29.789,174828.438
Antidepressiva,2015,15,F,Helseregion Nord-Norge,29.673,113370.289
Antidepressiva,2015,15,F,Helseregion Sør-Øst,27.108,634127.562
Antidepressiva,2015,15,F,Helseregion Vest,32.444,310332.188
Antidepressiva,2015,15,M,Hele landet,11.305,513390.062
Antidepressiva,2015,15,M,Helseregion Midt-Norge,11.848,67290.648
Antidepressiva,2015,15,M,Helseregion Nord-Norge,10.008,34435.750
Antidepressiva,2015,15,M,Helseregion Sør-Øst,10.486,259614.250
Antidepressiva,2015,15,M,Helseregion Vest,13.555,152049.422
Antidepressiva,2015,20,F,Hele landet,52.572,2388706
Antidepressiva,2015,20,F,Helseregion Midt-Norge,51.382,327461.562
Antidepressiva,2015,20,F,Helseregion Nord-Norge,57.205,235238.750
Antidepressiva,2015,20,F,Helseregion Sør-Øst,51.796,1274113.625
Antidepressiva,2015,20,F,Helseregion Vest,53.265,551892.188
Antidepressiva,2015,20,M,Hele landet,27.477,1297022.875
Antidepressiva,2015,20,M,Helseregion Midt-Norge,26.380,182208.172
Antidepressiva,2015,20,M,Helseregion Nord-Norge,27.933,128717.656
Antidepressiva,2015,20,M,Helseregion Sør-Øst,26.431,667705.438
Antidepressiva,2015,20,M,Helseregion Vest,30.520,318391.594
Antidepressiva,2015,25,F,Hele landet,60.415,3148967.750
Antidepressiva,2015,25,F,Helseregion Midt-Norge,58.455,415203.125
Antidepressiva,2015,25,F,Helseregion Nord-Norge,68.703,287571.156
Antidepressiva,2015,25,F,Helseregion Sør-Øst,59.821,1746640.750
Antidepressiva,2015,25,F,Helseregion Vest,59.885,699552.688
Antidepressiva,2015,25,M,Hele landet,35.805,1896084.250
Antidepressiva,2015,25,M,Helseregion Midt-Norge,33.102,260281.453
Antidepressiva,2015,25,M,Helseregion Nord-Norge,37.794,177150.609
Antidepressiva,2015,25,M,Helseregion Sør-Øst,35.519,1012826.812
Antidepressiva,2015,25,M,Helseregion Vest,37.440,445825.438
Antidepressiva,2015,30,F,Hele landet,67.329,3369714.500
Antidepressiva,2015,30,F,Helseregion Midt-Norge,66.825,435409.250
Antidepressiva,2015,30,F,Helseregion Nord-Norge,65.948,267265.375
Antidepressiva,2015,30,F,Helseregion Sør-Øst,68.277,1922172.500
Antidepressiva,2015,30,F,Helseregion Vest,65.627,744867.375
Antidepressiva,2015,30,M,Hele landet,40.658,2281715.750
Antidepressiva,2015,30,M,Helseregion Midt-Norge,36.900,271684.312
Antidepressiva,2015,30,M,Helseregion Nord-Norge,42.372,194749.266
Antidepressiva,2015,30,M,Helseregion Sør-Øst,40.960,1296203.375
Antidepressiva,2015,30,M,Helseregion Vest,41.469,519078.875
Antidepressiva,2015,35,F,Hele landet,80.424,4075657.750
Antidepressiva,2015,35,F,Helseregion Midt-Norge,75.144,466885.625
Antidepressiva,2015,35,F,Helseregion Nord-Norge,79.300,311358.906
Antidepressiva,2015,35,F,Helseregion Sør-Øst,82.003,2438476
Antidepressiva,2015,35,F,Helseregion Vest,79.624,858937.188
Antidepressiva,2015,35,M,Hele landet,46.378,2664525
Antidepressiva,2015,35,M,Helseregion Midt-Norge,39.937,294999.156
Antidepressiva,2015,35,M,Helseregion Nord-Norge,42.899,201467.828
Antidepressiva,2015,35,M,Helseregion Sør-Øst,47.236,1554801.750
Antidepressiva,2015,35,M,Helseregion Vest,49.167,613256.188
Antidepressiva,2015,40,F,Hele landet,96.982,5420048
Antidepressiva,2015,40,F,Helseregion Midt-Norge,92.218,628507.062
Antidepressiva,2015,40,F,Helseregion Nord-Norge,88.397,422991.094
Antidepressiva,2015,40,F,Helseregion Sør-Øst,100.522,3259193.250
Antidepressiva,2015,40,F,Helseregion Vest,93.560,1109356.250
Antidepressiva,2015,40,M,Hele landet,52.791,3321133.750
Antidepressiva,2015,40,M,Helseregion Midt-Norge,47.403,391718.312
Antidepressiva,2015,40,M,Helseregion Nord-Norge,50.196,252552.469
Antidepressiva,2015,40,M,Helseregion Sør-Øst,54.262,1936835.875
Antidepressiva,2015,40,M,Helseregion Vest,53.191,740027.062
Antidepressiva,2015,45,F,Hele landet,110.223,6460424
Antidepressiva,2015,45,F,Helseregion Midt-Norge,105.069,807230.500
Antidepressiva,2015,45,F,Helseregion Nord-Norge,97.030,490209.531
Antidepressiva,2015,45,F,Helseregion Sør-Øst,114.341,3820864.250
Antidepressiva,2015,45,F,Helseregion Vest,108.093,1342119.625
Antidepressiva,2015,45,M,Hele landet,57.326,3823292.500
Antidepressiva,2015,45,M,Helseregion Midt-Norge,48.901,438151.688
Antidepressiva,2015,45,M,Helseregion Nord-Norge,49.647,309368.250
Antidepressiva,2015,45,M,Helseregion Sør-Øst,60.804,2288400.750
Antidepressiva,2015,45,M,Helseregion Vest,56.729,787371.875
Antidepressiva,2015,50,F,Hele landet,119.054,6494816.500
Antidepressiva,2015,50,F,Helseregion Midt-Norge,110.875,793697.438
Antidepressiva,2015,50,F,Helseregion Nord-Norge,105.140,533334.125
Antidepressiva,2015,50,F,Helseregion Sør-Øst,124.456,3881979.500
Antidepressiva,2015,50,F,Helseregion Vest,115.694,1285805.750
Antidepressiva,2015,50,M,Hele landet,61.697,3754258
Antidepressiva,2015,50,M,Helseregion Midt-Norge,54.070,450204.219
Antidepressiva,2015,50,M,Helseregion Nord-Norge,51.822,295777.969
Antidepressiva,2015,50,M,Helseregion Sør-Øst,65.728,2239111.750
Antidepressiva,2015,50,M,Helseregion Vest,60.146,769164.062
Antidepressiva,2015,55,F,Hele landet,125.251,6595104.500
Antidepressiva,2015,55,F,Helseregion Midt-Norge,120.517,839665.688
Antidepressiva,2015,55,F,Helseregion Nord-Norge,107.243,510947.125
Antidepressiva,2015,55,F,Helseregion Sør-Øst,130.140,3913309.750
Antidepressiva,2015,55,F,Helseregion Vest,123.277,1331181.750
Antidepressiva,2015,55,M,Hele landet,65.085,3593220.250
Antidepressiva,2015,55,M,Helseregion Midt-Norge,56.672,441361.938
Antidepressiva,2015,55,M,Helseregion Nord-Norge,53.922,277536.312
Antidepressiva,2015,55,M,Helseregion Sør-Øst,69.565,2144529.250
Antidepressiva,2015,55,M,Helseregion Vest,63.853,729792.812
Antidepressiva,2015,60,F,Hele landet,129.835,6408131
Antidepressiva,2015,60,F,Helseregion Midt-Norge,125.831,883026.688
Antidepressiva,2015,60,F,Helseregion Nord-Norge,110.384,488704.250
Antidepressiva,2015,60,F,Helseregion Sør-Øst,134.922,3740626.250
Antidepressiva,2015,60,F,Helseregion Vest,128.135,1295773.625
Antidepressiva,2015,60,M,Hele landet,67.823,3514316.500
Antidepressiva,2015,60,M,Helseregion Midt-Norge,62.430,461799.094
Antidepressiva,2015,60,M,Helseregion Nord-Norge,54.369,264852.344
Antidepressiva,2015,60,M,Helseregion Sør-Øst,71.430,2071629.500
Antidepressiva,2015,60,M,Helseregion Vest,68.866,716035.688
Antidepressiva,2015,65,F,Hele landet,131.559,6162652.500
Antidepressiva,2015,65,F,Helseregion Midt-Norge,132.811,851296.812
Antidepressiva,2015,65,F,Helseregion Nord-Norge,108.532,488311.062
Antidepressiva,2015,65,F,Helseregion Sør-Øst,134.051,3590516.250
Antidepressiva,2015,65,F,Helseregion Vest,135.299,1232528.500
Antidepressiva,2015,65,M,Hele landet,67.276,3228153
Antidepressiva,2015,65,M,Helseregion Midt-Norge,65.043,428790.562
Antidepressiva,2015,65,M,Helseregion Nord-Norge,49.587,246535.328
Antidepressiva,2015,65,M,Helseregion Sør-Øst,70.530,1893868.125
Antidepressiva,2015,65,M,Helseregion Vest,69.145,658959
Antidepressiva,2015,70,F,Hele landet,129.875,4436007.500
Antidepressiva,2015,70,F,Helseregion Midt-Norge,129.375,619760.188
Antidepressiva,2015,70,F,Helseregion Nord-Norge,104.018,347279.125
Antidepressiva,2015,70,F,Helseregion Sør-Øst,132.379,2575761.250
Antidepressiva,2015,70,F,Helseregion Vest,136.430,893207
Antidepressiva,2015,70,M,Hele landet,65.595,2158267.750
Antidepressiva,2015,70,M,Helseregion Midt-Norge,66.106,328242.375
Antidepressiva,2015,70,M,Helseregion Nord-Norge,48.305,166629.922
Antidepressiva,2015,70,M,Helseregion Sør-Øst,66.462,1206609.625
Antidepressiva,2015,70,M,Helseregion Vest,72.407,456785.812
Antidepressiva,2015,75,F,Hele landet,150.075,3476607.250
Antidepressiva,2015,75,F,Helseregion Midt-Norge,151.936,496032.875
Antidepressiva,2015,75,F,Helseregion Nord-Norge,128.403,290998.781
Antidepressiva,2015,75,F,Helseregion Sør-Øst,150.751,1944634.375
Antidepressiva,2015,75,F,Helseregion Vest,158.114,744941.125
Antidepressiva,2015,75,M,Hele landet,75.581,1486434.500
Antidepressiva,2015,75,M,Helseregion Midt-Norge,76.654,219157.703
Antidepressiva,2015,75,M,Helseregion Nord-Norge,56.527,122111.781
Antidepressiva,2015,75,M,Helseregion Sør-Øst,76.224,811127.500
Antidepressiva,2015,75,M,Helseregion Vest,83.703,334037.531
Antidepressiva,2015,80,F,Hele landet,161.423,2812617.250
Antidepressiva,2015,80,F,Helseregion Midt-Norge,164.902,417547
Antidepressiva,2015,80,F,Helseregion Nord-Norge,141.485,242906.688
Antidepressiva,2015,80,F,Helseregion Sør-Øst,159.985,1528475.625
Antidepressiva,2015,80,F,Helseregion Vest,172.974,623687.875
Antidepressiva,2015,80,M,Hele landet,86.341,1059001.250
Antidepressiva,2015,80,M,Helseregion Midt-Norge,82.107,154670.203
Antidepressiva,2015,80,M,Helseregion Nord-Norge,69.426,88859.078
Antidepressiva,2015,80,M,Helseregion Sør-Øst,87.223,564958
Antidepressiva,2015,80,M,Helseregion Vest,95.917,250514.047
Antidepressiva,2015,85,F,Hele landet,163.205,2071390.125
Antidepressiva,2015,85,F,Helseregion Midt-Norge,167.453,334667.344
Antidepressiva,2015,85,F,Helseregion Nord-Norge,146.627,188031.469
Antidepressiva,2015,85,F,Helseregion Sør-Øst,160.033,1104565.750
Antidepressiva,2015,85,F,Helseregion Vest,177.240,444125.625
Antidepressiva,2015,85,M,Hele landet,96.541,652298.562
Antidepressiva,2015,85,M,Helseregion Midt-Norge,103.826,110490.406
Antidepressiva,2015,85,M,Helseregion Nord-Norge,83.212,53372.184
Antidepressiva,2015,85,M,Helseregion Sør-Øst,93.957,344936.156
Antidepressiva,2015,85,M,Helseregion Vest,104.630,143499.812
Antidepressiva,2015,90,F,Hele landet,130.730,1090820.875
Antidepressiva,2015,90,F,Helseregion Midt-Norge,136.726,164947.062
Antidepressiva,2015,90,F,Helseregion Nord-Norge,114.977,87890.289
Antidepressiva,2015,90,F,Helseregion Sør-Øst,125.814,579922.438
Antidepressiva,2015,90,F,Helseregion Vest,146.535,258061.094
Antidepressiva,2015,90,M,Hele landet,91.554,271658.969
Antidepressiva,2015,90,M,Helseregion Midt-Norge,98.240,43601.867
Antidepressiva,2015,90,M,Helseregion Nord-Norge,80.134,21411.553
Antidepressiva,2015,90,M,Helseregion Sør-Øst,85.034,139557.406
Antidepressiva,2015,90,M,Helseregion Vest,109.021,67088.148
Antidepressiva,2016,Alle,F,Hele landet,83.127,66915728
Antidepressiva,2016,Alle,F,Helseregion Midt-Norge,83.076,8958122
Antidepressiva,2016,Alle,F,Helseregion Nord-Norge,76.653,5343237.500
Antidepressiva,2016,Alle,F,Helseregion Sør-Øst,84.880,38525088
Antidepressiva,2016,Alle,F,Helseregion Vest,81.250,14089279
Antidepressiva,2016,Alle,M,Hele landet,42.908,36330876
Antidepressiva,2016,Alle,M,Helseregion Midt-Norge,40.074,4687871.500
Antidepressiva,2016,Alle,M,Helseregion Nord-Norge,37.874,2851565
Antidepressiva,2016,Alle,M,Helseregion Sør-Øst,44.071,20823980
Antidepressiva,2016,Alle,M,Helseregion Vest,43.915,7967458.500
Antidepressiva,2016,0,F,Hele landet,0,0
Antidepressiva,2016,0,F,Helseregion Midt-Norge,0,0
Antidepressiva,2016,0,F,Helseregion Nord-Norge,0,0
Antidepressiva,2016,0,F,Helseregion Sør-Øst,0,0
Antidepressiva,2016,0,F,Helseregion Vest,0,0
Antidepressiva,2016,0,M,Hele landet,,
Antidepressiva,2016,0,M,Helseregion Midt-Norge,0,0
Antidepressiva,2016,0,M,Helseregion Nord-Norge,0,0
Antidepressiva,2016,0,M,Helseregion Sør-Øst,,
Antidepressiva,2016,0,M,Helseregion Vest,0,0
Antidepressiva,2016,5,F,Hele landet,0.077,1749.667
Antidepressiva,2016,5,F,Helseregion Midt-Norge,,
Antidepressiva,2016,5,F,Helseregion Nord-Norge,0,0
Antidepressiva,2016,5,F,Helseregion Sør-Øst,0.058,420.333
Antidepressiva,2016,5,F,Helseregion Vest,0.170,1133.333
Antidepressiva,2016,5,M,Hele landet,0.194,4842.833
Antidepressiva,2016,5,M,Helseregion Midt-Norge,,
Antidepressiva,2016,5,M,Helseregion Nord-Norge,,
Antidepressiva,2016,5,M,Helseregion Sør-Øst,0.164,1803.500
Antidepressiva,2016,5,M,Helseregion Vest,0.350,1916
Antidepressiva,2016,10,F,Hele landet,1.792,62880.852
Antidepressiva,2016,10,F,Helseregion Midt-Norge,1.920,10260.500
Antidepressiva,2016,10,F,Helseregion Nord-Norge,1.186,3157
Antidepressiva,2016,10,F,Helseregion Sør-Øst,1.633,33143.020
Antidepressiva,2016,10,F,Helseregion Vest,2.353,16320.333
Antidepressiva,2016,10,M,Hele landet,1.862,87698.781
Antidepressiva,2016,10,M,Helseregion Midt-Norge,2.156,15610
Antidepressiva,2016,10,M,Helseregion Nord-Norge,1.474,5921.667
Antidepressiva,2016,10,M,Helseregion Sør-Øst,1.574,38959.168
Antidepressiva,2016,10,M,Helseregion Vest,2.562,27207.947
Antidepressiva,2016,15,F,Hele landet,30.077,1258509.375
Antidepressiva,2016,15,F,Helseregion Midt-Norge,30.467,180760.938
Antidepressiva,2016,15,F,Helseregion Nord-Norge,30.553,113803.523
Antidepressiva,2016,15,F,Helseregion Sør-Øst,28.276,625073.938
Antidepressiva,2016,15,F,Helseregion Vest,34.054,338870.969
Antidepressiva,2016,15,M,Hele landet,11.266,548311.875
Antidepressiva,2016,15,M,Helseregion Midt-Norge,10.840,77904.953
Antidepressiva,2016,15,M,Helseregion Nord-Norge,9.623,34316.566
Antidepressiva,2016,15,M,Helseregion Sør-Øst,10.780,280697.875
Antidepressiva,2016,15,M,Helseregion Vest,13.486,155392.500
Antidepressiva,2016,20,F,Hele landet,55.425,2531069
Antidepressiva,2016,20,F,Helseregion Midt-Norge,55.071,361758.250
Antidepressiva,2016,20,F,Helseregion Nord-Norge,58.459,257329.188
Antidepressiva,2016,20,F,Helseregion Sør-Øst,54.585,1326008.625
Antidepressiva,2016,20,F,Helseregion Vest,56.416,585972.812
Antidepressiva,2016,20,M,Hele landet,28.032,1352698.750
Antidepressiva,2016,20,M,Helseregion Midt-Norge,27.625,195416.594
Antidepressiva,2016,20,M,Helseregion Nord-Norge,25.573,117179.406
Antidepressiva,2016,20,M,Helseregion Sør-Øst,27.630,711230.625
Antidepressiva,2016,20,M,Helseregion Vest,30.409,328872.094
Antidepressiva,2016,25,F,Hele landet,63.279,3399123.250
Antidepressiva,2016,25,F,Helseregion Midt-Norge,62.389,446277.125
Antidepressiva,2016,25,F,Helseregion Nord-Norge,68.479,304079.188
Antidepressiva,2016,25,F,Helseregion Sør-Øst,62.545,1918113
Antidepressiva,2016,25,F,Helseregion Vest,63.684,730653.875
Antidepressiva,2016,25,M,Hele landet,37.285,2007469.750
Antidepressiva,2016,25,M,Helseregion Midt-Norge,35.749,287301.531
Antidepressiva,2016,25,M,Helseregion Nord-Norge,40.339,192242.891
Antidepressiva,2016,25,M,Helseregion Sør-Øst,36.406,1045509.062
Antidepressiva,2016,25,M,Helseregion Vest,39.224,482416.188
Antidepressiva,2016,30,F,Hele landet,69.105,3551821.500
Antidepressiva,2016,30,F,Helseregion Midt-Norge,70.428,476192.938
Antidepressiva,2016,30,F,Helseregion Nord-Norge,70.961,282573.594
Antidepressiva,2016,30,F,Helseregion Sør-Øst,69.308,2016167
Antidepressiva,2016,30,F,Helseregion Vest,67.107,776887.938
Antidepressiva,2016,30,M,Hele landet,41.146,2314641.750
Antidepressiva,2016,30,M,Helseregion Midt-Norge,37.243,290824.344
Antidepressiva,2016,30,M,Helseregion Nord-Norge,44.262,195041.500
Antidepressiva,2016,30,M,Helseregion Sør-Øst,41.034,1299722.625
Antidepressiva,2016,30,M,Helseregion Vest,42.600,529053.375
Antidepressiva,2016,35,F,Hele landet,80.958,4115656.250
Antidepressiva,2016,35,F,Helseregion Midt-Norge,78.558,486443.781
Antidepressiva,2016,35,F,Helseregion Nord-Norge,80.497,305663.438
Antidepressiva,2016,35,F,Helseregion Sør-Øst,81.723,2424607.250
Antidepressiva,2016,35,F,Helseregion Vest,80.454,898941.625
Antidepressiva,2016,35,M,Hele landet,47.009,2756984.250
Antidepressiva,2016,35,M,Helseregion Midt-Norge,41.005,300404.344
Antidepressiva,2016,35,M,Helseregion Nord-Norge,44.398,194226.859
Antidepressiva,2016,35,M,Helseregion Sør-Øst,47.427,1599782.750
Antidepressiva,2016,35,M,Helseregion Vest,50.379,662570.312
Antidepressiva,2016,40,F,Hele landet,97.442,5330783.500
Antidepressiva,2016,40,F,Helseregion Midt-Norge,95.317,613135
Antidepressiva,2016,40,F,Helseregion Nord-Norge,88.609,407368.062
Antidepressiva,2016,40,F,Helseregion Sør-Øst,99.902,3211463.250
Antidepressiva,2016,40,F,Helseregion Vest,95.463,1098817
Antidepressiva,2016,40,M,Hele landet,52.576,3246306
Antidepressiva,2016,40,M,Helseregion Midt-Norge,46.652,367539.875
Antidepressiva,2016,40,M,Helseregion Nord-Norge,51.068,254654.953
Antidepressiva,2016,40,M,Helseregion Sør-Øst,53.127,1896005.125
Antidepressiva,2016,40,M,Helseregion Vest,55.303,728105.938
Antidepressiva,2016,45,F,Hele landet,112.323,6637436.500
Antidepressiva,2016,45,F,Helseregion Midt-Norge,110.115,843531.688
Antidepressiva,2016,45,F,Helseregion Nord-Norge,100.105,507166.031
Antidepressiva,2016,45,F,Helseregion Sør-Øst,114.982,3888383
Antidepressiva,2016,45,F,Helseregion Vest,111.836,1398355.750
Antidepressiva,2016,45,M,Hele landet,57.695,3846137.250
Antidepressiva,2016,45,M,Helseregion Midt-Norge,50.349,441891.750
Antidepressiva,2016,45,M,Helseregion Nord-Norge,51.455,318568.719
Antidepressiva,2016,45,M,Helseregion Sør-Øst,59.897,2260191.250
Antidepressiva,2016,45,M,Helseregion Vest,59.233,825485.500
Antidepressiva,2016,50,F,Hele landet,118.974,6533992.500
Antidepressiva,2016,50,F,Helseregion Midt-Norge,113.093,809115.125
Antidepressiva,2016,50,F,Helseregion Nord-Norge,106.030,513983.281
Antidepressiva,2016,50,F,Helseregion Sør-Øst,123.872,3906364.750
Antidepressiva,2016,50,F,Helseregion Vest,114.958,1304529.375
Antidepressiva,2016,50,M,Hele landet,62.456,3906770.500
Antidepressiva,2016,50,M,Helseregion Midt-Norge,54.421,461448
Antidepressiva,2016,50,M,Helseregion Nord-Norge,52.662,305265.125
Antidepressiva,2016,50,M,Helseregion Sør-Øst,66.532,2350074.500
Antidepressiva,2016,50,M,Helseregion Vest,60.955,789982.688
Antidepressiva,2016,55,F,Hele landet,124.922,6528103
Antidepressiva,2016,55,F,Helseregion Midt-Norge,121.262,836372.312
Antidepressiva,2016,55,F,Helseregion Nord-Norge,106.110,492478.469
Antidepressiva,2016,55,F,Helseregion Sør-Øst,129.924,3877453.500
Antidepressiva,2016,55,F,Helseregion Vest,122.122,1321798.875
Antidepressiva,2016,55,M,Hele landet,65.305,3663189.500
Antidepressiva,2016,55,M,Helseregion Midt-Norge,57.620,458745.688
Antidepressiva,2016,55,M,Helseregion Nord-Norge,53.822,278379.312
Antidepressiva,2016,55,M,Helseregion Sør-Øst,69.602,2188998.500
Antidepressiva,2016,55,M,Helseregion Vest,64.066,737066.062
Antidepressiva,2016,60,F,Hele landet,128.903,6515122.500
Antidepressiva,2016,60,F,Helseregion Midt-Norge,126.955,913704.062
Antidepressiva,2016,60,F,Helseregion Nord-Norge,107.683,510958.781
Antidepressiva,2016,60,F,Helseregion Sør-Øst,132.789,3749504
Antidepressiva,2016,60,F,Helseregion Vest,130.050,1340955.500
Antidepressiva,2016,60,M,Hele landet,67.318,3477839.250
Antidepressiva,2016,60,M,Helseregion Midt-Norge,62.253,461242.875
Antidepressiva,2016,60,M,Helseregion Nord-Norge,51.791,254831.891
Antidepressiva,2016,60,M,Helseregion Sør-Øst,70.502,2040918.750
Antidepressiva,2016,60,M,Helseregion Vest,70.236,720845.875
Antidepressiva,2016,65,F,Hele landet,131.677,6053280
Antidepressiva,2016,65,F,Helseregion Midt-Norge,132.732,839217.875
Antidepressiva,2016,65,F,Helseregion Nord-Norge,108.793,475871
Antidepressiva,2016,65,F,Helseregion Sør-Øst,133.992,3499871.500
Antidepressiva,2016,65,F,Helseregion Vest,136.066,1238319.750
Antidepressiva,2016,65,M,Hele landet,68.441,3205118.500
Antidepressiva,2016,65,M,Helseregion Midt-Norge,65.237,427592.375
Antidepressiva,2016,65,M,Helseregion Nord-Norge,50.994,236336.453
Antidepressiva,2016,65,M,Helseregion Sør-Øst,71.282,1874261.625
Antidepressiva,2016,65,M,Helseregion Vest,72.241,666927.875
Antidepressiva,2016,70,F,Hele landet,133.127,4954773.500
Antidepressiva,2016,70,F,Helseregion Midt-Norge,135.349,695385.125
Antidepressiva,2016,70,F,Helseregion Nord-Norge,106.887,380004.438
Antidepressiva,2016,70,F,Helseregion Sør-Øst,135.659,2909807.500
Antidepressiva,2016,70,F,Helseregion Vest,137.459,969576.688
Antidepressiva,2016,70,M,Hele landet,65.306,2360137.500
Antidepressiva,2016,70,M,Helseregion Midt-Norge,64.115,340427.750
Antidepressiva,2016,70,M,Helseregion Nord-Norge,47.813,167913.531
Antidepressiva,2016,70,M,Helseregion Sør-Øst,66.263,1336834.375
Antidepressiva,2016,70,M,Helseregion Vest,72.938,514962
Antidepressiva,2016,75,F,Hele landet,147.881,3516179.750
Antidepressiva,2016,75,F,Helseregion Midt-Norge,151.507,531826.375
Antidepressiva,2016,75,F,Helseregion Nord-Norge,128.788,283034.375
Antidepressiva,2016,75,F,Helseregion Sør-Øst,147.542,1951528.875
